0,1,2,2,2,0,0,0,0,0,2,2,0,0,2,0,2,2,0,0,0,2,0,1,1,0,0,2,0,1,1,1,1,1,1,0,2,0,2,0,1,0,2,0,2,2,0,0,2,2,2,0,0,2,0,0,2,0,0,0,2,2,2,0,1,2,2,0,0,2,2,0,0,0,0,2,2,0,0,2,0,0,2,2,0,2,0,0,2,0,2,0,2,0,2,0,2,2,0,0,2
1,1,2,1,0,2,0,1,2,1,2,1,1,2,0,2,0,2,2,2,1,1,2,1,2,0,2,1,2,0,2,1,1,2,1,1,2,2,1,1,2,0,2,1,1,0,2,0,2,1,2,1,0,2,1,0,2,1,1,1,0,1,2,1,2,0,2,0,2,0,0,2,1,2,1,1,1,2,2,1,2,0,2,2,1,2,2,1,1,2,1,1,2,1,2,0,1,2,1,2,1
2,1,2,1,0,2,1,1,2,0,2,0,1,2,0,2,1,2,1,2,1,2,1,2,1,2,0,2,0,1,0,1,2,1,2,0,2,0,2,0,2,1,2,1,2,0,2,1,2,1,0,1,2,1,2,1,2,1,0,1,2,1,1,2,0,2,1,2,1,2,0,1,1,1,2,0,1,2,0,2,1,2,1,2,0,1,2,0,1,0,1,1,2,1,1,2,1,1,2,1,2
3,1,2,0,2,1,0,1,2,0,1,2,1,1,0,1,2,0,2,1,2,0,1,2,0,2,0,1,2,0,2,0,1,1,2,0,2,0,1,1,2,0,1,2,0,1,1,2,1,2,1,2,1,2,0,2,0,1,1,2,1,2,0,1,2,0,0,1,1,2,0,1,2,0,1,2,0,2,1,2,0,1,2,2,0,1,2,1,0,2,1,2,0,2,2,2,0,1,1,2,0
4,1,0,2,1,2,1,2,0,2,0,1,2,0,2,0,1,2,1,1,2,0,2,0,1,2,1,2,0,2,0,2,2,0,0,1,1,1,1,2,0,1,2,1,2,1,1,2,0,1,2,1,0,0,2,1,2,0,2,0,2,0,1,1,2,0,2,1,2,1,1,2,0,1,2,1,0,1,2,1,1,2,1,1,2,0,1,2,1,2,0,1,2,0,1,2,0,2,2,1,2
5,1,1,1,2,2,1,2,1,1,2,1,2,2,0,2,1,2,1,2,1,2,0,2,0,2,2,1,2,0,2,1,2,0,2,1,2,0,2,0,2,0,2,1,1,2,1,2,1,2,0,1,1,1,2,1,0,2,1,1,2,2,1,2,0,2,0,2,0,0,2,1,1,2,1,2,0,1,1,1,2,1,1,1,1,0,2,1,1,2,0,2,1,1,1,2,0,2,1,1,1
6,1,2,0,1,2,0,2,2,0,0,0,0,2,0,0,2,0,0,2,2,0,1,2,0,2,2,0,2,0,2,0,2,0,1,1,1,1,2,0,2,1,2,2,0,0,2,0,2,2,2,0,0,0,2,2,2,2,1,1,0,2,2,2,2,2,0,1,2,2,0,2,2,0,2,2,2,2,2,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0,2,2,0,0,0,0,1
7,1,2,1,2,0,2,0,2,0,2,0,1,2,1,2,0,1,0,2,1,2,0,1,1,2,0,2,0,0,2,0,2,1,2,1,1,0,1,1,2,1,2,1,2,0,1,2,0,1,1,2,1,1,2,0,1,2,0,1,2,0,2,1,2,1,2,1,0,1,2,1,2,0,1,2,1,2,0,1,2,0,0,1,2,0,1,0,2,1,1,2,0,1,2,1,0,2,1,2,0
8,2,1,1,2,0,1,2,0,0,1,1,1,2,0,1,1,2,0,2,0,1,1,2,1,2,0,1,2,0,1,2,0,2,1,2,1,2,0,2,0,2,0,2,0,2,0,2,0,1,2,1,1,0,1,2,1,2,1,2,0,1,2,1,0,2,1,1,2,1,2,1,2,1,2,1,2,1,2,0,1,2,0,1,2,0,2,0,0,2,0,2,1,2,0,2,1,1,2,1,2
9,1,2,0,1,2,0,2,0,1,2,0,1,2,1,1,2,1,2,0,2,1,1,1,2,1,2,1,2,0,2,0,2,0,1,1,1,2,0,2,0,2,1,2,1,2,0,1,2,1,2,0,2,0,2,1,2,0,1,2,1,2,0,1,1,2,1,2,0,1,2,1,2,0,1,2,1,1,2,0,1,2,1,2,1,1,1,2,0,2,0,1,1,2,0,2,0,2,1,2,1
10,0,0,0,1,1,0,0,0,2,0,2,0,1,2,2,0,0,2,2,0,0,2,0,2,0,1,2,0,2,0,0,0,0,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,1,0,0,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,1,1,2,0,2,0,1,2,0,0,1,1,0,2,0,0,2,2,2,2,0,0,0,2,2,0,0,0,1,2,2
11,0,2,0,2,2,1,1,2,1,2,0,2,1,2,1,1,2,0,2,0,2,0,2,0,2,1,1,2,0,2,1,2,2,0,2,0,2,0,2,1,2,1,2,0,2,0,2,0,2,2,0,1,2,2,0,2,0,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,0,2,1,2,0,2,0,2,1,1,1,2,0,2,2,2,1,0,0,2,0,2
12,0,1,0,2,1,1,2,1,2,1,1,2,0,2,0,2,1,0,1,2,0,2,1,2,1,2,1,2,0,1,2,0,2,0,1,2,0,1,0,2,0,1,1,2,1,2,0,2,0,1,1,2,0,1,2,0,1,1,2,0,2,2,1,0,2,1,2,0,2,1,2,0,1,2,0,2,0,2,1,0,2,0,2,0,1,2,0,2,1,2,0,2,0,1,2,0,1,0,1,2
13,1,1,2,0,0,2,0,2,0,1,1,1,0,1,2,2,1,2,1,2,0,1,0,2,1,2,0,2,0,2,1,1,1,2,0,2,1,0,2,0,2,1,1,2,0,2,1,2,1,2,2,1,1,1,1,2,1,2,0,1,1,1,2,0,0,2,0,2,1,1,1,1,1,2,1,1,0,2,0,2,0,2,1,2,1,2,0,2,0,2,0,2,0,2,1,2,1,2,0,2
14,2,2,0,1,0,2,1,0,2,2,1,1,1,2,1,1,2,2,1,2,2,0,2,1,2,0,2,1,0,2,1,1,2,1,0,2,0,2,1,2,2,2,1,2,1,2,0,2,0,2,2,1,2,2,0,2,2,1,2,0,2,2,2,2,0,2,1,0,0,2,0,0,1,0,1,1,1,0,2,1,1,1,0,2,1,2,0,2,1,2,1,2,0,2,0,2,2,1,1,1
15,1,2,0,1,2,2,0,2,0,2,0,2,0,2,0,2,2,0,2,2,1,2,0,2,0,2,0,1,0,1,2,1,1,2,1,2,2,2,0,2,1,2,0,2,1,1,2,0,2,0,2,1,2,0,2,1,1,2,1,1,2,0,2,0,2,1,1,2,1,1,2,0,2,0,2,0,2,0,2,1,1,2,0,2,1,2,1,2,0,2,1,1,2,1,2,1,2,0,2,1
16,0,2,2,2,2,2,2,0,2,2,0,0,2,2,2,0,2,0,2,0,2,2,0,0,2,2,0,2,2,2,0,2,2,2,2,0,2,2,2,0,2,0,0,0,2,0,0,2,2,0,2,0,2,0,1,0,0,2,2,0,1,2,0,2,0,2,0,2,0,0,2,0,2,0,0,1,1,0,0,2,2,0,2,2,2,2,2,0,2,2,0,2,0,2,0,2,0,2,0,2
17,2,0,2,1,2,0,2,0,2,1,2,1,1,0,2,1,0,2,0,2,2,1,1,1,2,0,2,0,2,2,0,2,0,2,1,1,2,1,2,1,2,0,2,0,2,1,1,1,1,2,0,2,2,2,0,2,0,0,0,2,2,1,0,2,1,1,2,1,1,2,0,2,2,0,2,1,2,1,2,0,1,2,0,2,2,1,2,0,2,1,0,2,0,2,2,1,0,1,1,2
18,1,2,0,1,2,0,2,1,2,0,1,2,0,1,2,0,1,0,2,0,1,0,2,0,2,0,1,0,1,2,0,1,2,1,0,0,2,2,0,2,1,2,0,1,0,1,2,1,2,0,2,0,2,1,0,1,1,2,0,2,1,2,0,1,0,2,1,1,1,0,1,2,1,2,1,2,0,2,1,2,1,1,2,0,2,2,0,2,0,1,0,2,1,1,2,1,1,2,2,1
19,0,2,1,2,0,1,2,1,2,0,1,1,2,0,0,2,0,1,2,0,1,1,2,1,2,0,1,2,0,2,1,1,0,1,2,0,2,1,2,1,2,1,2,1,2,0,1,2,0,1,2,0,1,2,0,0,2,0,2,0,1,0,1,2,0,2,0,0,0,0,2,1,2,0,1,1,0,2,1,2,1,0,2,0,1,2,0,1,0,2,1,2,0,1,2,0,1,1,2,1
20,1,2,0,2,0,2,0,2,1,2,1,1,0,2,1,2,0,0,0,1,2,1,2,0,2,0,1,2,0,2,1,1,1,1,1,2,0,1,2,1,2,0,1,2,1,2,0,1,2,1,0,2,0,1,2,0,2,1,2,1,0,1,2,0,2,1,2,0,2,0,2,1,2,1,0,1,2,1,2,0,1,1,1,1,0,2,0,1,2,0,2,1,0,1,1,2,1,2,1,0
21,1,2,0,1,2,2,1,1,2,0,2,0,2,2,2,1,2,1,2,0,2,2,1,2,0,2,0,2,0,2,0,1,0,2,1,1,1,0,2,0,2,0,2,1,2,2,0,2,1,2,1,1,1,1,2,0,2,2,0,2,0,2,0,1,2,1,2,1,2,0,2,1,2,0,2,1,0,1,1,2,0,1,2,0,0,2,1,2,0,2,2,0,2,0,2,0,2,1,1,0
22,0,1,1,2,0,1,0,1,2,0,1,2,0,2,2,0,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,0,1,2,0,1,1,2,0,2,0,1,0,1,2,1,2,2,1,1,2,1,2,1,1,2,0,2,0,2,0,1,2,1,2,1,2,1,2,0,1,1,2,2,0,2,1,2,2,1,2,0,1,2,0,2,1,2,1,2,0,1,2,1,0,2,1,2,0
23,2,1,2,1,1,0,2,0,2,0,1,2,1,1,2,0,2,1,2,1,2,0,2,0,2,2,1,1,2,1,0,1,1,2,2,1,2,1,2,0,2,1,2,1,1,2,0,2,2,0,1,2,1,1,2,2,0,2,0,2,1,1,1,1,1,2,0,2,1,1,1,1,2,0,2,0,2,0,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1
